,Grade,Buyer_Name,Qty,Average,year,month,sale_date,purchased
1547,SILVERTIPS,CEYLON PLANTATIONS INTE,60.0,18233.33,2025,6,2025-06-01,1
1548,SILVERTIPS,CEYLON PLANTATIONS INTE,10.0,23700.0,2025,7,2025-07-01,1
1549,SILVERTIPS,CEYLON PLANTATIONS INTE,0.0,0.0,2025,8,2025-08-01,0
1550,SILVERTIPS,CEYLON PLANTATIONS INTE,7.0,28000.0,2025,9,2025-09-01,1
1551,SILVERTIPS,CEYLON PLANTATIONS INTE,0.0,0.0,2025,10,2025-10-01,0
1552,SILVERTIPS,CEYLON PLANTATIONS INTE,0.0,0.0,2025,11,2025-11-01,0
1553,SILVERTIPS,CEYLON PLANTATIONS INTE,0.0,0.0,2025,12,2025-12-01,0
1554,GOLDENTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,1,2024-01-01,0
1555,GOLDENTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,2,2024-02-01,0
1556,GOLDENTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,3,2024-03-01,0
1557,GOLDENTIPS,CEYLON PLANTATIONS PVT,2.0,35000.0,2024,4,2024-04-01,1
1558,GOLDENTIPS,CEYLON PLANTATIONS PVT,1.0,35000.0,2024,5,2024-05-01,1
1559,GOLDENTIPS,CEYLON PLANTATIONS PVT,6.0,35000.0,2024,6,2024-06-01,1
1560,GOLDENTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,7,2024-07-01,0
1561,GOLDENTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,8,2024-08-01,0
1562,GOLDENTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,9,2024-09-01,0
1563,GOLDENTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,10,2024-10-01,0
1564,GOLDENTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,11,2024-11-01,0
1565,GOLDENTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,12,2024-12-01,0
1566,INNOVATIVE,CEYLON PLANTATIONS PVT,0.0,0.0,2024,1,2024-01-01,0
1567,INNOVATIVE,CEYLON PLANTATIONS PVT,0.0,0.0,2024,2,2024-02-01,0
1568,INNOVATIVE,CEYLON PLANTATIONS PVT,0.0,0.0,2024,3,2024-03-01,0
1569,INNOVATIVE,CEYLON PLANTATIONS PVT,0.0,0.0,2024,4,2024-04-01,0
1570,INNOVATIVE,CEYLON PLANTATIONS PVT,0.0,0.0,2024,5,2024-05-01,0
1571,INNOVATIVE,CEYLON PLANTATIONS PVT,2.0,23000.0,2024,6,2024-06-01,1
1572,INNOVATIVE,CEYLON PLANTATIONS PVT,0.0,0.0,2024,7,2024-07-01,0
1573,INNOVATIVE,CEYLON PLANTATIONS PVT,0.0,0.0,2024,8,2024-08-01,0
1574,INNOVATIVE,CEYLON PLANTATIONS PVT,0.0,0.0,2024,9,2024-09-01,0
1575,INNOVATIVE,CEYLON PLANTATIONS PVT,0.0,0.0,2024,10,2024-10-01,0
1576,INNOVATIVE,CEYLON PLANTATIONS PVT,0.0,0.0,2024,11,2024-11-01,0
1577,INNOVATIVE,CEYLON PLANTATIONS PVT,0.0,0.0,2024,12,2024-12-01,0
1578,SILVERTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,1,2024-01-01,0
1579,SILVERTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,2,2024-02-01,0
1580,SILVERTIPS,CEYLON PLANTATIONS PVT,1.0,30000.0,2024,3,2024-03-01,1
1581,SILVERTIPS,CEYLON PLANTATIONS PVT,6.0,30666.67,2024,4,2024-04-01,1
1582,SILVERTIPS,CEYLON PLANTATIONS PVT,2.0,30000.0,2024,5,2024-05-01,1
1583,SILVERTIPS,CEYLON PLANTATIONS PVT,4.0,30500.0,2024,6,2024-06-01,1
1584,SILVERTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,7,2024-07-01,0
1585,SILVERTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,8,2024-08-01,0
1586,SILVERTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,9,2024-09-01,0
1587,SILVERTIPS,CEYLON PLANTATIONS PVT,6.0,28166.67,2024,10,2024-10-01,1
1588,SILVERTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,11,2024-11-01,0
1589,SILVERTIPS,CEYLON PLANTATIONS PVT,0.0,0.0,2024,12,2024-12-01,0
1590,SILVERTIPS,CEYLON ROYAL LEAF (PVT),0.0,0.0,2023,1,2023-01-01,0
1591,SILVERTIPS,CEYLON ROYAL LEAF (PVT),0.0,0.0,2023,2,2023-02-01,0
1592,SILVERTIPS,CEYLON ROYAL LEAF (PVT),1.0,25000.0,2023,3,2023-03-01,1
1593,SILVERTIPS,CEYLON ROYAL LEAF (PVT),0.0,0.0,2023,4,2023-04-01,0
1594,SILVERTIPS,CEYLON ROYAL LEAF (PVT),0.0,0.0,2023,5,2023-05-01,0
1595,SILVERTIPS,CEYLON ROYAL LEAF (PVT),0.0,0.0,2023,6,2023-06-01,0
1596,SILVERTIPS,CEYLON ROYAL LEAF (PVT),0.0,0.0,2023,7,2023-07-01,0
1597,SILVERTIPS,CEYLON ROYAL LEAF (PVT),0.0,0.0,2023,8,2023-08-01,0
1598,SILVERTIPS,CEYLON ROYAL LEAF (PVT),0.0,0.0,2023,9,2023-09-01,0
1599,SILVERTIPS,CEYLON ROYAL LEAF (PVT),0.0,0.0,2023,10,2023-10-01,0
1600,SILVERTIPS,CEYLON ROYAL LEAF (PVT),0.0,0.0,2023,11,2023-11-01,0
1601,SILVERTIPS,CEYLON ROYAL LEAF (PVT),0.0,0.0,2023,12,2023-12-01,0
1602,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,1,2024-01-01,0
1603,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,2,2024-02-01,0
1604,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,3,2024-03-01,0
1605,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,4,2024-04-01,0
1606,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,5,2024-05-01,0
1607,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,6,2024-06-01,0
1608,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,7,2024-07-01,0
1609,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,8,2024-08-01,0
1610,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,9,2024-09-01,0
1611,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,10,2024-10-01,0
1612,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,1.0,33000.0,2024,11,2024-11-01,1
1613,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,12,2024-12-01,0
1614,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,7.0,33000.0,2025,1,2025-01-01,1
1615,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,10.0,33000.0,2025,2,2025-02-01,1
1616,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,10.0,33000.0,2025,3,2025-03-01,1
1617,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,4,2025-04-01,0
1618,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,5,2025-05-01,0
1619,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,6,2025-06-01,0
1620,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,7,2025-07-01,0
1621,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,8,2025-08-01,0
1622,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,9,2025-09-01,0
1623,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,10,2025-10-01,0
1624,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,11,2025-11-01,0
1625,GOLDENTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,12,2025-12-01,0
1626,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,1,2024-01-01,0
1627,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,2,2024-02-01,0
1628,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,3,2024-03-01,0
1629,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,4,2024-04-01,0
1630,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,5,2024-05-01,0
1631,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,6,2024-06-01,0
1632,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,7,2024-07-01,0
1633,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,8,2024-08-01,0
1634,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,9,2024-09-01,0
1635,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,10,2024-10-01,0
1636,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,1.0,28000.0,2024,11,2024-11-01,1
1637,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2024,12,2024-12-01,0
1638,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,8.0,27375.0,2025,1,2025-01-01,1
1639,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,15.0,27266.67,2025,2,2025-02-01,1
1640,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,10.0,27400.0,2025,3,2025-03-01,1
1641,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,4,2025-04-01,0
1642,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,5,2025-05-01,0
1643,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,6,2025-06-01,0
1644,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,7,2025-07-01,0
1645,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,8,2025-08-01,0
1646,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,9,2025-09-01,0
1647,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,10,2025-10-01,0
1648,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,11,2025-11-01,0
1649,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2025,12,2025-12-01,0
1650,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2026,1,2026-01-01,0
1651,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,4.0,27000.0,2026,2,2026-02-01,1
1652,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2026,3,2026-03-01,0
1653,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2026,4,2026-04-01,0
1654,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2026,5,2026-05-01,0
1655,SILVERTIPS,CEYLON ROYAL TEAS SUPPL,0.0,0.0,2026,6,2026-06-01,0
1656,INNOVATIVE,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,1,2025-01-01,0
1657,INNOVATIVE,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,2,2025-02-01,0
1658,INNOVATIVE,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,3,2025-03-01,0
1659,INNOVATIVE,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,4,2025-04-01,0
1660,INNOVATIVE,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,5,2025-05-01,0
1661,INNOVATIVE,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,6,2025-06-01,0
1662,INNOVATIVE,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,7,2025-07-01,0
1663,INNOVATIVE,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,8,2025-08-01,0
1664,INNOVATIVE,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,9,2025-09-01,0
1665,INNOVATIVE,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,10,2025-10-01,0
1666,INNOVATIVE,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,11,2025-11-01,0
1667,INNOVATIVE,CEYLON TEA FUSE (PVT) L,5.0,16000.0,2025,12,2025-12-01,1
1668,SILVERTIPS,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,1,2025-01-01,0
1669,SILVERTIPS,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,2,2025-02-01,0
1670,SILVERTIPS,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,3,2025-03-01,0
1671,SILVERTIPS,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,4,2025-04-01,0
1672,SILVERTIPS,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,5,2025-05-01,0
1673,SILVERTIPS,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,6,2025-06-01,0
1674,SILVERTIPS,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,7,2025-07-01,0
1675,SILVERTIPS,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,8,2025-08-01,0
1676,SILVERTIPS,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,9,2025-09-01,0
1677,SILVERTIPS,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,10,2025-10-01,0
1678,SILVERTIPS,CEYLON TEA FUSE (PVT) L,0.0,0.0,2025,11,2025-11-01,0
1679,SILVERTIPS,CEYLON TEA FUSE (PVT) L,3.0,27000.0,2025,12,2025-12-01,1
1680,GOLDENTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,1,2023-01-01,0
1681,GOLDENTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,2,2023-02-01,0
1682,GOLDENTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,3,2023-03-01,0
1683,GOLDENTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,4,2023-04-01,0
1684,GOLDENTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,5,2023-05-01,0
1685,GOLDENTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,6,2023-06-01,0
1686,GOLDENTIPS,CEYLON TEA LAND PVT LTD,2.0,33000.0,2023,7,2023-07-01,1
1687,GOLDENTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,8,2023-08-01,0
1688,GOLDENTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,9,2023-09-01,0
1689,GOLDENTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,10,2023-10-01,0
1690,GOLDENTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,11,2023-11-01,0
1691,GOLDENTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,12,2023-12-01,0
1692,SILVERTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,1,2023-01-01,0
1693,SILVERTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,2,2023-02-01,0
1694,SILVERTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,3,2023-03-01,0
1695,SILVERTIPS,CEYLON TEA LAND PVT LTD,1.0,22000.0,2023,4,2023-04-01,1
1696,SILVERTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,5,2023-05-01,0
1697,SILVERTIPS,CEYLON TEA LAND PVT LTD,17.0,28588.24,2023,6,2023-06-01,1
1698,SILVERTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,7,2023-07-01,0
1699,SILVERTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,8,2023-08-01,0
1700,SILVERTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,9,2023-09-01,0
1701,SILVERTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,10,2023-10-01,0
1702,SILVERTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,11,2023-11-01,0
1703,SILVERTIPS,CEYLON TEA LAND PVT LTD,0.0,0.0,2023,12,2023-12-01,0
1704,INNOVATIVE,CEYLON TEA MARKETING LT,0.0,0.0,2024,1,2024-01-01,0
1705,INNOVATIVE,CEYLON TEA MARKETING LT,2.0,24000.0,2024,2,2024-02-01,1
1706,INNOVATIVE,CEYLON TEA MARKETING LT,0.0,0.0,2024,3,2024-03-01,0
1707,INNOVATIVE,CEYLON TEA MARKETING LT,0.0,0.0,2024,4,2024-04-01,0
1708,INNOVATIVE,CEYLON TEA MARKETING LT,0.0,0.0,2024,5,2024-05-01,0
1709,INNOVATIVE,CEYLON TEA MARKETING LT,0.0,0.0,2024,6,2024-06-01,0
1710,INNOVATIVE,CEYLON TEA MARKETING LT,0.0,0.0,2024,7,2024-07-01,0
1711,INNOVATIVE,CEYLON TEA MARKETING LT,0.0,0.0,2024,8,2024-08-01,0
1712,INNOVATIVE,CEYLON TEA MARKETING LT,0.0,0.0,2024,9,2024-09-01,0
1713,INNOVATIVE,CEYLON TEA MARKETING LT,0.0,0.0,2024,10,2024-10-01,0
1714,INNOVATIVE,CEYLON TEA MARKETING LT,0.0,0.0,2024,11,2024-11-01,0
1715,INNOVATIVE,CEYLON TEA MARKETING LT,0.0,0.0,2024,12,2024-12-01,0
1716,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2023,1,2023-01-01,0
1717,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2023,2,2023-02-01,0
1718,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2023,3,2023-03-01,0
1719,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2023,4,2023-04-01,0
1720,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2023,5,2023-05-01,0
1721,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2023,6,2023-06-01,0
1722,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2023,7,2023-07-01,0
1723,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2023,8,2023-08-01,0
1724,SILVERTIPS,CEYLON TEA PLANTATION E,1.0,27000.0,2023,9,2023-09-01,1
1725,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2023,10,2023-10-01,0
1726,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2023,11,2023-11-01,0
1727,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2023,12,2023-12-01,0
1728,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2024,1,2024-01-01,0
1729,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2024,2,2024-02-01,0
1730,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2024,3,2024-03-01,0
1731,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2024,4,2024-04-01,0
1732,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2024,5,2024-05-01,0
1733,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2024,6,2024-06-01,0
1734,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2024,7,2024-07-01,0
1735,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2024,8,2024-08-01,0
1736,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2024,9,2024-09-01,0
1737,SILVERTIPS,CEYLON TEA PLANTATION E,5.0,30000.0,2024,10,2024-10-01,1
1738,SILVERTIPS,CEYLON TEA PLANTATION E,13.0,29538.46,2024,11,2024-11-01,1
1739,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2024,12,2024-12-01,0
1740,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2025,1,2025-01-01,0
1741,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2025,2,2025-02-01,0
1742,SILVERTIPS,CEYLON TEA PLANTATION E,1.0,29000.0,2025,3,2025-03-01,1
1743,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2025,4,2025-04-01,0
1744,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2025,5,2025-05-01,0
1745,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2025,6,2025-06-01,0
1746,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2025,7,2025-07-01,0
1747,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2025,8,2025-08-01,0
1748,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2025,9,2025-09-01,0
1749,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2025,10,2025-10-01,0
1750,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2025,11,2025-11-01,0
1751,SILVERTIPS,CEYLON TEA PLANTATION E,0.0,0.0,2025,12,2025-12-01,0
1752,INNOVATIVE,CEYLON TIPS BRANDING (P,0.0,0.0,2025,1,2025-01-01,0
1753,INNOVATIVE,CEYLON TIPS BRANDING (P,0.0,0.0,2025,2,2025-02-01,0
1754,INNOVATIVE,CEYLON TIPS BRANDING (P,0.0,0.0,2025,3,2025-03-01,0
1755,INNOVATIVE,CEYLON TIPS BRANDING (P,0.0,0.0,2025,4,2025-04-01,0
1756,INNOVATIVE,CEYLON TIPS BRANDING (P,0.0,0.0,2025,5,2025-05-01,0
1757,INNOVATIVE,CEYLON TIPS BRANDING (P,0.0,0.0,2025,6,2025-06-01,0
1758,INNOVATIVE,CEYLON TIPS BRANDING (P,0.0,0.0,2025,7,2025-07-01,0
1759,INNOVATIVE,CEYLON TIPS BRANDING (P,0.0,0.0,2025,8,2025-08-01,0
1760,INNOVATIVE,CEYLON TIPS BRANDING (P,0.0,0.0,2025,9,2025-09-01,0
1761,INNOVATIVE,CEYLON TIPS BRANDING (P,0.0,0.0,2025,10,2025-10-01,0
1762,INNOVATIVE,CEYLON TIPS BRANDING (P,1.0,23000.0,2025,11,2025-11-01,1
1763,INNOVATIVE,CEYLON TIPS BRANDING (P,0.0,0.0,2025,12,2025-12-01,0
1764,SILVERTIPS,CEYLON TIPS BRANDING (P,0.0,0.0,2025,1,2025-01-01,0
1765,SILVERTIPS,CEYLON TIPS BRANDING (P,0.0,0.0,2025,2,2025-02-01,0
1766,SILVERTIPS,CEYLON TIPS BRANDING (P,0.0,0.0,2025,3,2025-03-01,0
1767,SILVERTIPS,CEYLON TIPS BRANDING (P,0.0,0.0,2025,4,2025-04-01,0
1768,SILVERTIPS,CEYLON TIPS BRANDING (P,0.0,0.0,2025,5,2025-05-01,0
1769,SILVERTIPS,CEYLON TIPS BRANDING (P,0.0,0.0,2025,6,2025-06-01,0
1770,SILVERTIPS,CEYLON TIPS BRANDING (P,0.0,0.0,2025,7,2025-07-01,0
1771,SILVERTIPS,CEYLON TIPS BRANDING (P,0.0,0.0,2025,8,2025-08-01,0
1772,SILVERTIPS,CEYLON TIPS BRANDING (P,0.0,0.0,2025,9,2025-09-01,0
1773,SILVERTIPS,CEYLON TIPS BRANDING (P,0.0,0.0,2025,10,2025-10-01,0
1774,SILVERTIPS,CEYLON TIPS BRANDING (P,15.0,27000.0,2025,11,2025-11-01,1
1775,SILVERTIPS,CEYLON TIPS BRANDING (P,0.0,0.0,2025,12,2025-12-01,0
1776,GOLDENTIPS,CEYLON TRADING VENTURES,0.0,0.0,2025,1,2025-01-01,0
1777,GOLDENTIPS,CEYLON TRADING VENTURES,0.0,0.0,2025,2,2025-02-01,0
1778,GOLDENTIPS,CEYLON TRADING VENTURES,0.0,0.0,2025,3,2025-03-01,0
1779,GOLDENTIPS,CEYLON TRADING VENTURES,0.0,0.0,2025,4,2025-04-01,0
1780,GOLDENTIPS,CEYLON TRADING VENTURES,0.0,0.0,2025,5,2025-05-01,0
1781,GOLDENTIPS,CEYLON TRADING VENTURES,0.0,0.0,2025,6,2025-06-01,0
1782,GOLDENTIPS,CEYLON TRADING VENTURES,0.0,0.0,2025,7,2025-07-01,0
1783,GOLDENTIPS,CEYLON TRADING VENTURES,0.0,0.0,2025,8,2025-08-01,0
1784,GOLDENTIPS,CEYLON TRADING VENTURES,0.0,0.0,2025,9,2025-09-01,0
1785,GOLDENTIPS,CEYLON TRADING VENTURES,0.0,0.0,2025,10,2025-10-01,0
1786,GOLDENTIPS,CEYLON TRADING VENTURES,0.0,0.0,2025,11,2025-11-01,0
1787,GOLDENTIPS,CEYLON TRADING VENTURES,1.0,31000.0,2025,12,2025-12-01,1
1788,SILVERTIPS,CEYLONI GOLDEN TEA TRAD,0.0,0.0,2025,1,2025-01-01,0
1789,SILVERTIPS,CEYLONI GOLDEN TEA TRAD,0.0,0.0,2025,2,2025-02-01,0
1790,SILVERTIPS,CEYLONI GOLDEN TEA TRAD,0.0,0.0,2025,3,2025-03-01,0
1791,SILVERTIPS,CEYLONI GOLDEN TEA TRAD,0.0,0.0,2025,4,2025-04-01,0
1792,SILVERTIPS,CEYLONI GOLDEN TEA TRAD,0.0,0.0,2025,5,2025-05-01,0
1793,SILVERTIPS,CEYLONI GOLDEN TEA TRAD,0.0,0.0,2025,6,2025-06-01,0
1794,SILVERTIPS,CEYLONI GOLDEN TEA TRAD,0.0,0.0,2025,7,2025-07-01,0
1795,SILVERTIPS,CEYLONI GOLDEN TEA TRAD,0.0,0.0,2025,8,2025-08-01,0
1796,SILVERTIPS,CEYLONI GOLDEN TEA TRAD,4.0,27500.0,2025,9,2025-09-01,1
1797,SILVERTIPS,CEYLONI GOLDEN TEA TRAD,0.0,0.0,2025,10,2025-10-01,0
1798,SILVERTIPS,CEYLONI GOLDEN TEA TRAD,0.0,0.0,2025,11,2025-11-01,0
1799,SILVERTIPS,CEYLONI GOLDEN TEA TRAD,0.0,0.0,2025,12,2025-12-01,0
1800,SILVERTIPS,CHALINDU WICKRAMASINGHE,0.0,0.0,2025,1,2025-01-01,0
1801,SILVERTIPS,CHALINDU WICKRAMASINGHE,0.0,0.0,2025,2,2025-02-01,0
1802,SILVERTIPS,CHALINDU WICKRAMASINGHE,0.0,0.0,2025,3,2025-03-01,0
1803,SILVERTIPS,CHALINDU WICKRAMASINGHE,0.0,0.0,2025,4,2025-04-01,0
1804,SILVERTIPS,CHALINDU WICKRAMASINGHE,0.0,0.0,2025,5,2025-05-01,0
1805,SILVERTIPS,CHALINDU WICKRAMASINGHE,0.0,0.0,2025,6,2025-06-01,0
1806,SILVERTIPS,CHALINDU WICKRAMASINGHE,0.0,0.0,2025,7,2025-07-01,0
1807,SILVERTIPS,CHALINDU WICKRAMASINGHE,0.0,0.0,2025,8,2025-08-01,0
1808,SILVERTIPS,CHALINDU WICKRAMASINGHE,0.0,0.0,2025,9,2025-09-01,0
1809,SILVERTIPS,CHALINDU WICKRAMASINGHE,0.0,0.0,2025,10,2025-10-01,0
1810,SILVERTIPS,CHALINDU WICKRAMASINGHE,2.0,27000.0,2025,11,2025-11-01,1
1811,SILVERTIPS,CHALINDU WICKRAMASINGHE,0.0,0.0,2025,12,2025-12-01,0
1812,SILVERTIPS,CHANDANA HERATH,0.0,0.0,2025,1,2025-01-01,0
1813,SILVERTIPS,CHANDANA HERATH,0.0,0.0,2025,2,2025-02-01,0
